# Table format: XY
# axis1_unit = s
# axis2_unit = m/s/s
# axis3_unit = m/s/s
# axis1_title = Time
# axis2_title = z'' - 130 km/h - semi-act.
# axis3_title = z'' - 130 km/h - passive
     0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
     1.00000000000000e-02     -1.53987480699151e-01     -7.96530081712367e-01
     1.99999999999999e-02     -4.33080143699627e-01     -9.68467055873401e-01
     2.99999999999999e-02     -6.15671538513461e-01     -8.14301729597754e-01
     4.00000000000001e-02     -8.29000524903677e-01     -1.16519467706031e+00
     5.00000000000004e-02     -9.42160106667725e-01     -6.95081179820518e-01
     6.00000000000007e-02     -5.40967528208243e-01     -3.98718819171446e-01
     7.00000000000010e-02     -4.96965064025003e-01     -5.25679048779323e-01
     8.00000000000013e-02      2.28964035543474e-01      8.32444552727399e-02
     9.00000000000016e-02      2.32350947768389e-01      4.22837391639061e-02
     1.00000000000002e-01      4.68802920028938e-02     -1.16414311184554e-01
     1.10000000000002e-01      3.48022293207875e-01      2.64955667261508e-01
     1.20000000000002e-01     -7.78685779043346e-02     -1.65150364411394e-01
     1.30000000000002e-01     -1.76743524900680e-01     -2.41409999067587e-01
     1.40000000000001e-01     -2.08792904344373e-01     -1.16454129147883e-03
     1.50000000000000e-01     -3.26285917188944e-01     -4.48593445237129e-01
     1.59999999999999e-01     -4.49940599960281e-01     -2.18470548768225e-01
     1.69999999999998e-01     -4.03673222287493e-01     -4.33850718782658e-02
     1.79999999999996e-01     -4.69598442907650e-01     -3.84866135933126e-01
     1.89999999999995e-01     -2.16897241778580e-02      1.15628832486545e-01
     1.99999999999994e-01      7.57421107055723e-02      1.20389723128505e-01
     2.09999999999993e-01     -5.16281312343993e-02     -5.41124329100536e-02
     2.19999999999992e-01      4.11743384896910e-01      4.11007046179825e-01
     2.29999999999991e-01      1.07827409232017e-01      1.49039193310749e-01
     2.39999999999990e-01     -1.79686313346760e-02      1.00274103315253e-01
     2.49999999999989e-01      2.72549445017286e-01      4.60999677401397e-01
     2.59999999999988e-01      1.35021077590207e-02      3.18532705345833e-02
     2.69999999999987e-01     -6.15918257255736e-02      1.78285718328890e-01
     2.79999999999985e-01      3.13356026513310e-02      3.68587951917803e-01
     2.89999999999984e-01     -8.46775734759846e-02     -3.78642363614432e-02
     2.99999999999983e-01      5.37389480850963e-02      3.37295490644916e-01
     3.09999999999982e-01      1.46398133555160e-01      3.57218780058402e-01
     3.19999999999981e-01     -2.21983037115511e-02      8.24929173624545e-02
     3.29999999999980e-01      4.23244713050375e-01      5.30915812259559e-01
     3.39999999999979e-01      2.53567848377107e-01      3.39880284720672e-01
     3.49999999999978e-01      1.35944470746018e-01      2.35001909469193e-01
     3.59999999999977e-01      5.46541555158947e-01      6.64589736939005e-01
     3.69999999999976e-01      2.14579172314742e-01      2.54792443101573e-01
     3.79999999999974e-01      1.64235144413425e-01      3.29788010673683e-01
     3.89999999999973e-01      3.55110252552981e-01      5.72180125607632e-01
     3.99999999999972e-01      1.72624556456493e-01      1.42755305291569e-01
     4.09999999999971e-01      1.80933696623987e-01      4.17683101223497e-01
     4.19999999999970e-01      2.70263682043513e-01      4.63479696614394e-01
     4.29999999999969e-01      1.44075493646433e-01      9.24477643204828e-02
     4.39999999999968e-01      3.85039401466388e-01      5.12007705581336e-01
     4.49999999999967e-01      2.80076679026219e-01      3.62472857929145e-01
     4.59999999999966e-01      1.89372920246466e-01      1.78118588705530e-01
     4.69999999999965e-01      5.43086828739598e-01      5.98937638093728e-01
     4.79999999999963e-01      1.96699113499565e-01      2.43470617589077e-01
     4.89999999999962e-01      1.98255288904758e-01      2.44177748447442e-01
     4.99999999999961e-01      2.87570871301597e-01      5.36037844217587e-01
     5.09999999999960e-01      8.79434060366983e-02      9.78036010615110e-02
     5.19999999999959e-01      2.37741290526568e-01      2.90233077559787e-01
     5.29999999999958e-01      2.89896101682767e-01      3.87599013666825e-01
     5.39999999999957e-01     -7.14871037668143e-02     -5.70657939460909e-02
     5.49999999999956e-01      2.20096887049512e-01      3.32323728168809e-01
     5.59999999999955e-01      2.39899172033899e-01      2.34056213114945e-01
     5.69999999999954e-01     -2.48645536205927e-02     -3.23599008602295e-02
     5.79999999999952e-01      2.05512550422037e-01      3.73651999740474e-01
     5.89999999999951e-01      1.33077839460588e-01      7.63892656188320e-02
     5.99999999999950e-01      6.33279769545524e-02      9.25650382455302e-04
     6.09999999999949e-01      2.09240592442134e-01      3.51482012977857e-01
     6.19999999999948e-01      1.72629450891116e-02     -8.84248972028980e-02
     6.29999999999947e-01      1.40480440660002e-01      3.90401279695096e-02
     6.39999999999946e-01      2.01112193815704e-01      1.98143210038096e-01
     6.49999999999945e-01     -1.28272980622449e-01     -2.51877217733682e-01
     6.59999999999944e-01      1.27964633080994e-01      7.04435325675589e-02
     6.69999999999943e-01      1.66626882690955e-01      3.33167756858568e-02
     6.79999999999941e-01     -1.62846253053772e-01     -2.97138408991844e-01
     6.89999999999940e-01      9.83243510020969e-02      1.01557030177578e-01
     6.99999999999939e-01      3.08553127199794e-02     -1.30257825790439e-01
     7.09999999999938e-01     -1.05532675832999e-01     -2.66080723685857e-01
     7.19999999999937e-01      8.10314370266412e-02      1.41429524049033e-01
     7.29999999999936e-01     -9.22297921244396e-02     -2.83811690694577e-01
     7.39999999999935e-01     -3.38515781147993e-02     -2.20358479437298e-01
     7.49999999999934e-01      6.47049062643936e-02      1.18972238090513e-02
     7.59999999999933e-01     -2.22946608329731e-01     -4.27976014974535e-01
     7.69999999999932e-01     -7.05968432754230e-03     -1.64489791369676e-01
     7.79999999999930e-01      3.86669495123955e-02     -1.22733751872758e-01
     7.89999999999929e-01     -3.05785362263283e-01     -5.06745964554142e-01
     7.99999999999928e-01     -2.84434662895209e-02     -9.97083438751672e-02
     8.09999999999927e-01     -4.21655273360976e-02     -2.51106204356223e-01
     8.19999999999926e-01     -2.45485142642453e-01     -4.42337750844570e-01
     8.29999999999925e-01     -4.01677721147621e-02     -2.38922416838749e-02
     8.39999999999924e-01     -1.68331644918647e-01     -3.76129126880594e-01
     8.49999999999923e-01     -1.72124364825669e-01     -3.66359814700951e-01
     8.59999999999922e-01     -4.77753227297905e-02     -6.01552871544499e-02
     8.69999999999921e-01     -2.78117231452863e-01     -4.79838983702068e-01
